院校名称,院校代码,所在地区,院校主管部门,院校层次,院校满意度
云南科技信息职业学院,12825,云南,云南省教育厅,高职(专科),2.9
西双版纳职业技术学院,12826,云南,云南省教育厅,高职(专科),3.8
昆明艺术职业学院,12851,云南,云南省教育厅,高职(专科),2.9
玉溪农业职业技术学院,12971,云南,云南省教育厅,高职(专科),3.4
云南能源职业技术学院,13136,云南,云南省教育厅,高职(专科),4.1
滇池学院,13326,云南,云南省教育厅,本科,4.0
丽江文化旅游学院,13328,云南,云南省教育厅,本科,4.0
昆明城市学院,13330,云南,云南省教育厅,本科,3.9
昆明医科大学海源学院,13332,云南,云南省教育厅,本科,N/A
昆明传媒学院,13333,云南,云南省教育厅,本科,3.4
昆明文理学院,13625,云南,云南省教育厅,本科,3.8
昆明理工大学津桥学院,13626,云南,云南省教育厅,本科,3.8
云南国防工业职业技术学院,13756,云南,云南省教育厅,高职(专科),3.5
云南机电职业技术学院,13757,云南,云南省教育厅,高职(专科),3.5
云南林业职业技术学院,13758,云南,云南省教育厅,高职(专科),3.8
云南城市建设职业学院,13759,云南,云南省教育厅,高职(专科),N/A
云南工程职业学院,13761,云南,云南省教育厅,高职(专科),N/A
云南工商学院,13909,云南,云南省教育厅,本科,3.9
曲靖医学高等专科学校,14012,云南,云南省教育厅,高职(专科),4.0
楚雄医药高等专科学校,14013,云南,云南省教育厅,高职(专科),4.4
保山中医药高等专科学校,14014,云南,云南省教育厅,高职(专科),3.8
丽江师范学院,14015,云南,云南省教育厅,本科,4.0
德宏师范高等专科学校,14016,云南,云南省教育厅,高职(专科),4.0
云南新兴职业学院,14032,云南,云南省教育厅,高职(专科),N/A
滇西科技师范学院,14092,云南,云南省教育厅,本科,4.1
云南锡业职业技术学院,14130,云南,云南省教育厅,高职(专科),N/A
云南经贸外事职业学院,14212,云南,云南省教育厅,高职(专科),3.3
云南三鑫职业技术学院,14239,云南,云南省教育厅,高职(专科),3.1
德宏职业学院,14253,云南,云南省教育厅,高职(专科),4.2
云南商务职业学院,14317,云南,云南省教育厅,高职(专科),N/A
昆明卫生职业学院,14372,云南,云南省教育厅,高职(专科),3.6
云南现代职业技术学院,14373,云南,云南省教育厅,高职(专科),N/A
云南旅游职业学院,14381,云南,云南省教育厅,高职(专科),4.2
红河卫生职业学院,14413,云南,云南省教育厅,高职(专科),4.0
云南外事外语职业学院,14415,云南,云南省教育厅,高职(专科),2.9
大理农林职业技术学院,14487,云南,云南省教育厅,高职(专科),3.4
云南财经职业学院,14550,云南,云南省教育厅,高职(专科),N/A
昆明铁道职业技术学院,14581,云南,云南省教育厅,高职(专科),3.6
昭通卫生职业学院,14582,云南,云南省教育厅,高职(专科),N/A
大理护理职业学院,14583,云南,云南省教育厅,高职(专科),N/A
云南水利水电职业学院,14584,云南,云南省教育厅,高职(专科),3.8
云南轻纺职业学院,14618,云南,云南省教育厅,高职(专科),N/A
云南特殊教育职业学院,14619,云南,云南省教育厅,高职(专科),N/A
云南工贸职业技术学院,14620,云南,云南省教育厅,高职(专科),3.7
云南交通运输职业学院,14621,云南,云南省教育厅,高职(专科),N/A
滇西应用技术大学,14623,云南,云南省教育厅,本科,3.8
昆明幼儿师范高等专科学校,14631,云南,云南省教育厅,高职(专科),N/A
云南医药健康职业学院,14649,云南,云南省教育厅,高职(专科),3.9
云南理工职业学院,14675,云南,云南省教育厅,高职(专科),N/A
曲靖职业技术学院,14676,云南,云南省教育厅,高职(专科),N/A
红河职业技术学院,14736,云南,云南省教育厅,高职(专科),N/A
玉溪职业技术学院,14782,云南,云南省教育厅,高职(专科),N/A
保山职业学院,14783,云南,云南省教育厅,高职(专科),N/A
昭通职业学院,14784,云南,云南省教育厅,高职(专科),N/A
文山职业技术学院,14801,云南,云南省教育厅,高职(专科),N/A
丽江职业技术学院,14802,云南,云南省教育厅,高职(专科),N/A
香格里拉职业学院,14803,云南,云南省教育厅,高职(专科),N/A
怒江职业技术学院,14873,云南,云南省教育厅,高职(专科),N/A
临沧职业学院,14874,云南,云南省教育厅,高职(专科),N/A
云南工业信息职业学院,14875,云南,云南省教育厅,高职(专科),N/A
西藏农牧学院,10693,西藏,西藏自治区教育厅,本科,N/A
西藏大学,10694,西藏,西藏自治区教育厅,本科,3.7
西藏民族大学,10695,西藏,西藏自治区教育厅,本科,4.2
西藏藏医药大学,10696,西藏,西藏自治区教育厅,本科,3.9
西藏警官高等专科学校,11981,西藏,西藏自治区教育厅,高职(专科),3.8
拉萨师范高等专科学校,12481,西藏,西藏自治区教育厅,高职(专科),4.1
西藏职业技术学院,14085,西藏,西藏自治区教育厅,高职(专科),3.8
西北大学,10697,陕西,陕西省教育厅,本科,4.2
西安交通大学,10698,陕西,教育部,本科,4.5
西北工业大学,10699,陕西,工业和信息化部,本科,4.5
西安理工大学,10700,陕西,陕西省教育厅,本科,4.0
西安电子科技大学,10701,陕西,教育部,本科,4.5
西安工业大学,10702,陕西,陕西省教育厅,本科,3.9
西安建筑科技大学,10703,陕西,陕西省教育厅,本科,4.2
西安科技大学,10704,陕西,陕西省教育厅,本科,4.1
西安石油大学,10705,陕西,陕西省教育厅,本科,3.9
陕西科技大学,10708,陕西,陕西省教育厅,本科,4.3
西安工程大学,10709,陕西,陕西省教育厅,本科,4.0
长安大学,10710,陕西,教育部,本科,4.5
西北农林科技大学,10712,陕西,教育部,本科,4.5
陕西中医药大学,10716,陕西,陕西省教育厅,本科,3.8
陕西师范大学,10718,陕西,教育部,本科,4.4
延安大学,10719,陕西,陕西省教育厅,本科,4.1
陕西理工大学,10720,陕西,陕西省教育厅,本科,4.1
宝鸡文理学院,10721,陕西,陕西省教育厅,本科,4.2
咸阳师范学院,10722,陕西,陕西省教育厅,本科,3.9
渭南师范学院,10723,陕西,陕西省教育厅,本科,3.9
西安外国语大学,10724,陕西,陕西省教育厅,本科,4.0
西北政法大学,10726,陕西,陕西省教育厅,本科,4.3
西安体育学院,10727,陕西,陕西省教育厅,本科,4.3
西安音乐学院,10728,陕西,陕西省教育厅,本科,4.4
西安美术学院,10729,陕西,陕西省教育厅,本科,3.8
陕西工业职业技术学院,10828,陕西,陕西省教育厅,高职(专科),4.2
杨凌职业技术学院,10966,陕西,陕西省教育厅,高职(专科),4.0
西安文理学院,11080,陕西,陕西省教育厅,本科,3.9
榆林学院,11395,陕西,陕西省教育厅,本科,4.1
商洛学院,11396,陕西,陕西省教育厅,本科,4.0
安康学院,11397,陕西,陕西省教育厅,本科,3.9
西安培华学院,11400,陕西,陕西省教育厅,本科,4.3
西安财经大学,11560,陕西,陕西省教育厅,本科,4.0
西安邮电大学,11664,陕西,陕西省教育厅,本科,4.2
西安航空学院,11736,陕西,陕西省教育厅,本科,3.5
西安电力高等专科学校,11826,陕西,陕西省教育厅,高职(专科),4.1
西安医学院,11840,陕西,陕西省教育厅,本科,4.0
陕西能源职业技术学院,12510,陕西,陕西省教育厅,高职(专科),3.6
西安欧亚学院,12712,陕西,陕西省教育厅,本科,4.3
西安外事学院,12713,陕西,陕西省教育厅,本科,4.0
西安翻译学院,12714,陕西,陕西省教育厅,本科,4.3
西京学院,12715,陕西,陕西省教育厅,本科,4.0
陕西国防工业职业技术学院,12827,陕西,陕西省教育厅,高职(专科),3.7
西安航空职业技术学院,12828,陕西,陕西省教育厅,高职(专科),3.6
陕西财经职业技术学院,12829,陕西,陕西省教育厅,高职(专科),3.7
陕西交通职业技术学院,12830,陕西,陕西省教育厅,高职(专科),3.7
陕西职业技术学院,12831,陕西,陕西省教育厅,高职(专科),3.4
西安思源学院,13121,陕西,陕西省教育厅,本科,3.8
西安高新科技职业学院,13122,陕西,陕西省教育厅,高职(专科),2.7
陕西国际商贸学院,13123,陕西,陕西省教育厅,本科,3.8
西安城市建设职业学院,13124,陕西,陕西省教育厅,高职(专科),2.8
陕西服装工程学院,13125,陕西,陕西省教育厅,本科,3.2
陕西铁路工程职业技术学院,13566,陕西,陕西省教育厅,高职(专科),4.2
宝鸡职业技术学院,13567,陕西,陕西省教育厅,高职(专科),3.8
陕西航空职业技术学院,13568,陕西,陕西省教育厅,高职(专科),3.2
西安交通工程学院,13569,陕西,陕西省教育厅,本科,N/A
陕西电子信息职业技术学院,13570,陕西,陕西省教育厅,高职(专科),N/A
西安交通大学城市学院,13677,陕西,陕西省教育厅,本科,4.1
西北大学现代学院,13678,陕西,陕西省教育厅,本科,3.8
西安建筑科技大学华清学院,13679,陕西,陕西省教育厅,本科,3.8
西安财经大学行知学院,13680,陕西,陕西省教育厅,本科,3.3
陕西科技大学镐京学院,13681,陕西,陕西省教育厅,本科,3.0
西安工商学院,13682,陕西,陕西省教育厅,本科,3.5
延安大学西安创新学院,13683,陕西,陕西省教育厅,本科,3.6
陕西邮电职业技术学院,13736,陕西,陕西省教育厅,高职(专科),3.4
西安海棠职业学院,13737,陕西,陕西省教育厅,高职(专科),3.2
西安汽车职业大学,13738,陕西,陕西省教育厅,本科,3.2
西安健康工程职业学院,13739,陕西,陕西省教育厅,高职(专科),N/A
陕西警察学院,13819,陕西,陕西省教育厅,本科,3.8
西安明德理工学院,13894,陕西,陕西省教育厅,本科,3.8
西安铁路职业技术学院,13945,陕西,陕西省教育厅,高职(专科),3.2
咸阳职业技术学院,13946,陕西,陕西省教育厅,高职(专科),4.0
西安职业技术学院,13947,陕西,陕西省教育厅,高职(专科),3.4
商洛职业技术学院,13948,陕西,陕西省教育厅,高职(专科),4.0
汉中职业技术学院,13949,陕西,陕西省教育厅,高职(专科),3.8
延安职业技术学院,13950,陕西,陕西省教育厅,高职(专科),3.6
渭南职业技术学院,13951,陕西,陕西省教育厅,高职(专科),3.5
安康职业技术学院,13952,陕西,陕西省教育厅,高职(专科),3.4
铜川职业技术学院,13953,陕西,陕西省教育厅,高职(专科),3.8
陕西青年职业学院,14028,陕西,陕西省教育厅,高职(专科),4.1
陕西工商职业学院,14029,陕西,陕西省教育厅,高职(专科),3.9
西安信息职业大学,14030,陕西,陕西省教育厅,本科,N/A
陕西旅游烹饪职业学院,14031,陕西,陕西省教育厅,高职(专科),3.2
西安理工大学高科学院,14041,陕西,陕西省教育厅,本科,N/A
西安科技大学高新学院,14042,陕西,陕西省教育厅,本科,2.9
西安医学高等专科学校,14222,陕西,陕西省教育厅,高职(专科),3.2
榆林职业技术学院,14318,陕西,陕西省教育厅,高职(专科),3.7
陕西学前师范学院,14390,陕西,陕西省教育厅,本科,3.5
陕西艺术职业学院,14488,陕西,陕西省教育厅,高职(专科),2.9
神木职业技术学院,14650,陕西,陕西省教育厅,高职(专科),N/A
宝鸡三和职业学院,14651,陕西,陕西省教育厅,高职(专科),N/A
榆林能源科技职业学院,14737,陕西,陕西省教育厅,高职(专科),N/A
宝鸡中北职业学院,14770,陕西,陕西省教育厅,高职(专科),N/A
陕西航天职工大学,50083,陕西,陕西省教育厅,高职(专科),2.9
陕西机电职业技术学院,50084,陕西,陕西省教育厅,高职(专科),3.9
西安电力机械制造公司机电学院,51009,陕西,陕西省教育厅,高职(专科),2.9
陕西省建筑工程总公司职工大学,51010,陕西,陕西省教育厅,高职(专科),3.0
陆军边海防学院,91010,陕西,中央军委训练管理部,本科,N/A
空军工程大学,91024,陕西,中央军委训练管理部,本科,3.8
空军军医大学,91030,陕西,中央军委训练管理部,本科,N/A
火箭军工程大学,91034,陕西,中央军委训练管理部,本科,N/A
武警工程大学,91039,陕西,中央军委训练管理部,本科,N/A
兰州大学,10730,甘肃,教育部,本科,4.5
兰州理工大学,10731,甘肃,甘肃省教育厅,本科,4.2
兰州交通大学,10732,甘肃,甘肃省教育厅,本科,4.1
甘肃农业大学,10733,甘肃,甘肃省教育厅,本科,4.0
甘肃中医药大学,10735,甘肃,甘肃省教育厅,本科,3.8
西北师范大学,10736,甘肃,甘肃省教育厅,本科,4.2
兰州城市学院,10737,甘肃,甘肃省教育厅,本科,3.4
陇东学院,10738,甘肃,甘肃省教育厅,本科,4.0
天水师范学院,10739,甘肃,甘肃省教育厅,本科,3.3
河西学院,10740,甘肃,甘肃省教育厅,本科,4.2
兰州财经大学,10741,甘肃,甘肃省教育厅,本科,4.0
西北民族大学,10742,甘肃,国家民族事务委员会,本科,4.2
甘肃政法大学,11406,甘肃,甘肃省教育厅,本科,3.8
甘肃民族师范学院,11561,甘肃,甘肃省教育厅,本科,4.1
兰州文理学院,11562,甘肃,甘肃省教育厅,本科,4.0
甘肃医学院,11805,甘肃,甘肃省教育厅,本科,4.1
陇南师范学院,11806,甘肃,甘肃省教育厅,本科,4.1
兰州工业学院,11807,甘肃,甘肃省教育厅,本科,4.0
定西师范高等专科学校,11808,甘肃,甘肃省教育厅,高职(专科),3.8
甘肃建筑职业技术学院,12511,甘肃,甘肃省教育厅,高职(专科),3.7
酒泉职业技术学院,12539,甘肃,甘肃省教育厅,高职(专科),3.8
兰州外语职业学院,12832,甘肃,甘肃省教育厅,高职(专科),3.0
兰州职业技术学院,12833,甘肃,甘肃省教育厅,高职(专科),3.6
甘肃警察学院,12834,甘肃,甘肃省教育厅,本科,3.9
甘肃林业职业技术大学,12835,甘肃,甘肃省教育厅,本科,3.9
甘肃工业职业技术学院,12836,甘肃,甘肃省教育厅,高职(专科),3.7
兰州工商学院,13511,甘肃,甘肃省教育厅,本科,3.7
兰州博文科技学院,13514,甘肃,甘肃省教育厅,本科,N/A
兰州信息科技学院,13515,甘肃,甘肃省教育厅,本科,3.7
